day,MSOA21CD,activity_count
2021-10-8,E02000677,61
2021-10-8,E02000678,39
2021-10-8,E02000679,47
2021-10-8,E02000680,50
2021-10-8,E02000681,150
2021-10-8,E02000682,65
2021-10-8,E02000683,34
2021-10-8,E02000685,51
2021-10-8,E02000686,95
2021-10-8,E02000687,47
2021-10-8,E02000689,124
2021-10-8,E02000690,231
2021-10-8,E02000691,156
2021-10-8,E02000692,198
2021-10-8,E02000693,157
2021-10-8,E02000694,55
2021-10-8,E02000695,36
2021-10-8,E02000696,42
2021-10-8,E02000697,143
2021-10-8,E02000698,101
2021-10-8,E02000699,49
2021-10-8,E02000700,29
2021-10-8,E02000701,66
2021-10-8,E02000702,46
2021-10-8,E02000703,77
2021-10-8,E02000704,209
2021-10-8,E02000705,31
2021-10-8,E02000706,81
2021-10-8,E02000707,32
2021-10-8,E02000708,87
2021-10-8,E02000709,42
2021-10-8,E02000710,117
2021-10-8,E02000711,117
2021-10-8,E02000712,61
2021-10-8,E02000713,82
2021-10-8,E02000714,45
2021-10-8,E02000715,20
2021-10-8,E02000716,38
2021-10-8,E02000717,36
2021-10-8,E02000718,18
2021-10-8,E02000719,30
2021-10-8,E02000720,20
2021-10-8,E02000721,107
2021-10-8,E02000722,30
2021-10-8,E02000723,56
2021-10-8,E02000724,29
2021-10-8,E02000725,161
2021-10-8,E02000727,38
2021-10-8,E02000728,14
2021-10-8,E02000729,28
2021-10-8,E02000730,44
2021-10-8,E02000731,90
2021-10-8,E02000732,30
2021-10-8,E02000733,32
2021-10-8,E02000734,23
2021-10-8,E02000735,66
2021-10-8,E02000736,65
2021-10-8,E02000737,70
2021-10-8,E02000738,35
2021-10-8,E02000739,23
2021-10-8,E02000740,57
2021-10-8,E02000741,98
2021-10-8,E02000742,29
2021-10-8,E02000743,53
2021-10-8,E02000744,36
2021-10-8,E02000745,20
2021-10-8,E02000746,331
2021-10-8,E02000747,157
2021-10-8,E02000748,59
2021-10-8,E02000749,69
2021-10-8,E02000751,184
2021-10-8,E02000752,112
2021-10-8,E02000753,31
2021-10-8,E02000754,39
2021-10-8,E02000755,62
2021-10-8,E02000756,204
2021-10-8,E02000757,125
2021-10-8,E02000758,47
2021-10-8,E02000759,143
2021-10-8,E02000760,86
2021-10-8,E02000762,40
2021-10-8,E02000763,118
2021-10-8,E02000764,102
2021-10-8,E02000765,53
2021-10-8,E02000767,127
2021-10-8,E02000768,83
2021-10-8,E02000770,36
2021-10-8,E02000772,195
2021-10-8,E02000773,64
2021-10-8,E02000774,96
2021-10-8,E02000776,50
2021-10-8,E02000777,25
2021-10-8,E02000779,83
2021-10-8,E02000781,75
2021-10-8,E02000782,64
2021-10-8,E02000783,37
2021-10-8,E02000784,179
2021-10-8,E02000785,135
2021-10-8,E02000786,115
2021-10-8,E02000787,123
2021-10-8,E02000788,114
2021-10-8,E02000789,109
2021-10-8,E02000790,40
2021-10-8,E02000791,177
2021-10-8,E02000792,98
2021-10-8,E02000793,86
2021-10-8,E02000794,194
2021-10-8,E02000795,132
2021-10-8,E02000796,85
2021-10-8,E02000797,228
2021-10-8,E02000798,155
2021-10-8,E02000799,96
2021-10-8,E02000800,30
2021-10-8,E02000801,72
2021-10-8,E02000802,46
2021-10-8,E02000803,200
2021-10-8,E02000804,136
2021-10-8,E02000805,111
2021-10-8,E02000806,95
2021-10-8,E02000807,32
2021-10-8,E02000808,340
2021-10-8,E02000810,76
2021-10-8,E02000812,154
2021-10-8,E02000813,122
2021-10-8,E02000814,64
2021-10-8,E02000815,70
2021-10-8,E02000816,81
2021-10-8,E02000817,50
2021-10-8,E02000818,84
2021-10-8,E02000819,66
2021-10-8,E02000820,49
2021-10-8,E02000821,69
2021-10-8,E02000822,48
2021-10-8,E02000823,40
2021-10-8,E02000824,82
2021-10-8,E02000825,24
2021-10-8,E02000826,30
2021-10-8,E02000827,87
2021-10-8,E02000828,110
2021-10-8,E02000829,45
2021-10-8,E02000830,54
2021-10-8,E02000831,109
2021-10-8,E02000832,27
2021-10-8,E02000833,63
2021-10-8,E02000834,50
2021-10-8,E02000835,27
2021-10-8,E02000836,90
2021-10-8,E02000837,112
2021-10-8,E02000838,33
2021-10-8,E02000839,202
2021-10-8,E02000840,51
2021-10-8,E02000841,166
2021-10-8,E02000842,221
2021-10-8,E02000843,85
2021-10-8,E02000844,109
2021-10-8,E02000845,79
2021-10-8,E02000846,95
2021-10-8,E02000847,87
2021-10-8,E02000848,213
2021-10-8,E02000849,68
2021-10-8,E02000850,178
2021-10-8,E02000851,371
2021-10-8,E02000852,34
2021-10-8,E02000853,67
2021-10-8,E02000854,121
2021-10-8,E02000855,94
2021-10-8,E02000856,147
2021-10-8,E02000857,123
2021-10-8,E02000858,119
2021-10-8,E02000859,112
2021-10-8,E02000860,32
2021-10-8,E02000861,57
2021-10-8,E02000863,122
2021-10-8,E02000864,41
2021-10-8,E02000865,28
2021-10-8,E02000866,47
2021-10-8,E02000867,52
2021-10-8,E02000868,42
2021-10-8,E02000869,24
2021-10-8,E02000870,33
2021-10-8,E02000871,76
2021-10-8,E02000872,68
2021-10-8,E02000873,157
2021-10-8,E02000874,29
2021-10-8,E02000875,31
2021-10-8,E02000876,70
2021-10-8,E02000877,74
2021-10-8,E02000878,163
2021-10-8,E02000879,35
2021-10-8,E02000880,91
2021-10-8,E02000881,30
2021-10-8,E02000882,50
2021-10-8,E02000883,69
2021-10-8,E02000884,124
2021-10-8,E02000885,50
2021-10-8,E02000886,34
2021-10-8,E02000887,42
2021-10-8,E02000888,45
2021-10-8,E02000889,32
2021-10-8,E02000890,51
2021-10-8,E02000893,63
2021-10-8,E02000894,40
2021-10-8,E02000895,75
2021-10-8,E02000896,91
2021-10-8,E02000897,86
2021-10-8,E02000898,57
2021-10-8,E02000899,86
2021-10-8,E02000900,168
2021-10-8,E02000901,132
2021-10-8,E02000902,62
2021-10-8,E02000903,46
2021-10-8,E02000904,63
2021-10-8,E02000905,60
2021-10-8,E02000906,28
2021-10-8,E02000907,77
2021-10-8,E02000908,44
2021-10-8,E02000909,88
2021-10-8,E02000910,58
2021-10-8,E02000911,187
2021-10-8,E02000912,45
2021-10-8,E02000913,128
2021-10-8,E02000914,42
2021-10-8,E02000915,67
2021-10-8,E02000916,80
2021-10-8,E02000917,28
2021-10-8,E02000918,68
2021-10-8,E02000919,26
2021-10-8,E02000920,139
2021-10-8,E02000921,50
2021-10-8,E02000922,46
2021-10-8,E02000923,49
2021-10-8,E02000925,32
2021-10-8,E02000926,109
2021-10-8,E02000927,37
2021-10-8,E02000928,79
2021-10-8,E02000929,47
2021-10-8,E02000930,169
2021-10-8,E02000931,41
2021-10-8,E02000932,216
2021-10-8,E02000933,54
2021-10-8,E02000934,129
2021-10-8,E02000935,81
2021-10-8,E02000936,64
2021-10-8,E02000937,81
2021-10-8,E02000938,69
2021-10-8,E02000939,58
2021-10-8,E02000940,121
2021-10-8,E02000941,104
2021-10-8,E02000942,80
2021-10-8,E02000943,143
2021-10-8,E02000944,27
2021-10-8,E02000945,97
2021-10-8,E02000946,94
2021-10-8,E02000947,50
2021-10-8,E02000948,40
2021-10-8,E02000949,108
2021-10-8,E02000950,23
2021-10-8,E02000951,41
2021-10-8,E02000952,42
2021-10-8,E02000953,51
2021-10-8,E02000954,36
2021-10-8,E02000955,46
2021-10-8,E02000956,129
2021-10-8,E02000957,145
2021-10-8,E02000958,61
2021-10-8,E02000959,20
2021-10-8,E02000960,80
2021-10-8,E02000961,65
2021-10-8,E02000962,70
2021-10-8,E02000963,12
2021-10-8,E02000964,46
2021-10-8,E02000965,55
2021-10-8,E02000966,69
2021-10-8,E02000967,157
2021-10-8,E02000968,88
2021-10-8,E02000969,30
2021-10-8,E02000970,483
2021-10-8,E02000971,126
2021-10-8,E02000972,1075
2021-10-8,E02000973,40
2021-10-8,E02000974,170
2021-10-8,E02000975,69
2021-10-8,E02000976,84
2021-10-8,E02000977,1378
2021-10-8,E02000978,288
2021-10-8,E02000979,390
2021-10-8,E02000980,51
2021-10-8,E02000981,58
2021-10-8,E02000982,192
2021-10-8,E02000983,52
2021-10-8,E02006782,55
2021-10-8,E02006783,109
2021-10-8,E02006784,88
2021-10-8,E02006785,71
2021-10-8,E02006786,34
2021-10-8,E02006787,172
2021-10-8,E02006788,48
2021-10-8,E02006789,207
2021-10-8,E02006791,31
2021-10-8,E02006792,181
2021-10-8,E02006793,83
2021-10-8,E02006794,89
2021-10-8,E02006795,44
2021-10-8,E02006796,344
2021-10-8,E02006798,76
2021-10-8,E02006799,72
2021-10-8,E02006800,119
2021-10-8,E02006801,446
2021-10-8,E02006802,123
2021-10-8,E02006836,58
2021-10-8,E02006853,28
2021-10-8,E02006854,274
2021-10-8,E02006882,103
2021-10-8,E02006918,22
2021-10-8,E02006921,24
2021-10-8,E02006924,95
2021-10-8,E02006925,195
2021-10-8,E02006927,244
2021-10-8,E02006928,78
2021-10-8,E02006930,180
2021-10-8,E02006931,159
2021-10-8,E02006941,114
2021-10-8,E02006942,63
2021-10-8,E02006953,34
2021-10-8,E02006954,83
2021-10-8,E02006955,128
2021-10-8,E02006956,73
2021-10-8,E02006968,66
2021-10-8,E02006969,186
2021-10-8,E02006970,53
2021-10-8,E02006971,48
2021-10-8,E02006972,60
2021-10-8,E02006973,66
2021-10-8,E02006987,246
2021-10-8,E02006988,68
2021-10-8,E02006991,60
2021-10-8,E02006992,374
2021-10-8,E02006993,139
2021-10-8,E02006994,203
2021-10-8,E02006995,31
2021-10-8,E02006996,427
2021-10-8,E02006997,82
2021-10-8,E02006998,44
2021-10-8,E02006999,50
2021-10-8,E02007008,88
2021-10-8,E02007009,170
2021-10-8,E02007017,66
2021-10-8,E02007018,86
2021-10-8,E02007019,176
2021-10-8,E02007020,28
2021-10-8,E02007083,125
2021-10-8,E02007084,68
2021-10-8,E02007108,63
2021-10-8,E02007109,28
2021-10-8,E02007110,61
2021-10-8,E02007111,240
2021-10-8,E02007112,26
2021-10-8,E02007113,62
2021-10-8,E02007114,51
2021-10-8,E02007115,125
2021-10-9,E02000001,580
2021-10-9,E02000002,100
2021-10-9,E02000003,150
2021-10-9,E02000004,58
2021-10-9,E02000005,90
2021-10-9,E02000007,130
2021-10-9,E02000008,61
2021-10-9,E02000009,63
2021-10-9,E02000010,39
2021-10-9,E02000011,92
2021-10-9,E02000012,48
2021-10-9,E02000013,81
2021-10-9,E02000014,71
2021-10-9,E02000015,78
2021-10-9,E02000016,168
2021-10-9,E02000017,45
2021-10-9,E02000018,56
2021-10-9,E02000019,237
2021-10-9,E02000020,109
2021-10-9,E02000021,82
2021-10-9,E02000022,52
2021-10-9,E02000023,54
2021-10-9,E02000024,181
2021-10-9,E02000025,46
2021-10-9,E02000026,28
2021-10-9,E02000027,69
2021-10-9,E02000028,47
2021-10-9,E02000029,114
2021-10-9,E02000030,122
2021-10-9,E02000031,162
2021-10-9,E02000032,40
2021-10-9,E02000033,65
2021-10-9,E02000034,63
2021-10-9,E02000035,62
2021-10-9,E02000036,90
2021-10-9,E02000037,110
2021-10-9,E02000038,128
2021-10-9,E02000039,156
2021-10-9,E02000040,156
2021-10-9,E02000041,137
2021-10-9,E02000042,155
2021-10-9,E02000043,35
2021-10-9,E02000044,36
2021-10-9,E02000045,86
2021-10-9,E02000046,86
2021-10-9,E02000047,62
2021-10-9,E02000048,156
2021-10-9,E02000049,34
2021-10-9,E02000050,159
2021-10-9,E02000051,82
2021-10-9,E02000052,72
2021-10-9,E02000054,45
2021-10-9,E02000055,121
2021-10-9,E02000056,127
2021-10-9,E02000057,22
2021-10-9,E02000058,98
2021-10-9,E02000059,72
2021-10-9,E02000060,26
2021-10-9,E02000061,121
2021-10-9,E02000062,326
2021-10-9,E02000063,12
2021-10-9,E02000064,74
2021-10-9,E02000065,30
2021-10-9,E02000066,50
2021-10-9,E02000067,172
2021-10-9,E02000068,191
2021-10-9,E02000069,62
2021-10-9,E02000070,60
2021-10-9,E02000071,76
2021-10-9,E02000072,95
2021-10-9,E02000073,79
2021-10-9,E02000074,56
2021-10-9,E02000075,63
2021-10-9,E02000077,66
2021-10-9,E02000078,54
2021-10-9,E02000079,542
2021-10-9,E02000080,180
2021-10-9,E02000081,99
2021-10-9,E02000082,88
2021-10-9,E02000083,287
2021-10-9,E02000084,144
2021-10-9,E02000085,68
2021-10-9,E02000086,47
2021-10-9,E02000087,82
2021-10-9,E02000088,60
2021-10-9,E02000089,73
2021-10-9,E02000090,240
2021-10-9,E02000091,118
2021-10-9,E02000092,142
2021-10-9,E02000093,104
2021-10-9,E02000094,153
2021-10-9,E02000095,134
2021-10-9,E02000096,83
2021-10-9,E02000097,59
2021-10-9,E02000098,54
2021-10-9,E02000099,61
2021-10-9,E02000100,115
2021-10-9,E02000101,90
2021-10-9,E02000102,43
2021-10-9,E02000103,80
2021-10-9,E02000104,25
2021-10-9,E02000105,68
2021-10-9,E02000106,62
2021-10-9,E02000107,30
2021-10-9,E02000108,34
2021-10-9,E02000110,26
2021-10-9,E02000111,61
2021-10-9,E02000112,95
2021-10-9,E02000113,155
2021-10-9,E02000114,56
2021-10-9,E02000115,42
2021-10-9,E02000116,55
2021-10-9,E02000117,25
2021-10-9,E02000118,53
2021-10-9,E02000119,104
2021-10-9,E02000120,37
2021-10-9,E02000121,168
2021-10-9,E02000122,38
2021-10-9,E02000123,103
2021-10-9,E02000124,77
2021-10-9,E02000125,34
2021-10-9,E02000126,33
2021-10-9,E02000127,100
2021-10-9,E02000128,112
2021-10-9,E02000130,101
2021-10-9,E02000131,54
2021-10-9,E02000132,227
2021-10-9,E02000133,140
2021-10-9,E02000134,280
2021-10-9,E02000135,45
2021-10-9,E02000136,97
2021-10-9,E02000137,33
2021-10-9,E02000138,74
2021-10-9,E02000139,86
2021-10-9,E02000140,107
2021-10-9,E02000141,23
2021-10-9,E02000142,129
2021-10-9,E02000144,610
2021-10-9,E02000145,304
2021-10-9,E02000146,106
2021-10-9,E02000147,78
2021-10-9,E02000148,167
2021-10-9,E02000149,113
2021-10-9,E02000150,104
2021-10-9,E02000151,96
2021-10-9,E02000152,95
2021-10-9,E02000153,135
2021-10-9,E02000154,382
2021-10-9,E02000155,42
2021-10-9,E02000156,264
2021-10-9,E02000157,85
2021-10-9,E02000158,93
2021-10-9,E02000159,218
2021-10-9,E02000160,167
2021-10-9,E02000161,61
2021-10-9,E02000162,115
2021-10-9,E02000163,133
2021-10-9,E02000165,47
2021-10-9,E02000166,88
2021-10-9,E02000167,97
2021-10-9,E02000168,65
2021-10-9,E02000169,35
2021-10-9,E02000170,36
2021-10-9,E02000171,39
2021-10-9,E02000172,59
2021-10-9,E02000173,67
2021-10-9,E02000174,42
2021-10-9,E02000175,134
2021-10-9,E02000176,36
2021-10-9,E02000177,62
2021-10-9,E02000178,54
2021-10-9,E02000179,31
2021-10-9,E02000180,35
2021-10-9,E02000181,26
2021-10-9,E02000182,93
2021-10-9,E02000183,154
2021-10-9,E02000184,86
2021-10-9,E02000185,35
2021-10-9,E02000186,205
2021-10-9,E02000187,241
2021-10-9,E02000188,65
2021-10-9,E02000191,177
2021-10-9,E02000192,55
2021-10-9,E02000193,365
2021-10-9,E02000194,79
2021-10-9,E02000195,49
2021-10-9,E02000196,52
2021-10-9,E02000197,75
2021-10-9,E02000198,49
2021-10-9,E02000199,40
2021-10-9,E02000200,72
2021-10-9,E02000201,38
2021-10-9,E02000202,43
2021-10-9,E02000203,90
2021-10-9,E02000204,89
2021-10-9,E02000206,63
2021-10-9,E02000207,55
2021-10-9,E02000208,84
2021-10-9,E02000209,96
2021-10-9,E02000210,27
2021-10-9,E02000211,52
2021-10-9,E02000212,218
2021-10-9,E02000213,189
2021-10-9,E02000214,50
2021-10-9,E02000215,55
2021-10-9,E02000216,42
2021-10-9,E02000217,436
2021-10-9,E02000218,68
2021-10-9,E02000219,122
2021-10-9,E02000221,325
2021-10-9,E02000222,95
2021-10-9,E02000223,44
2021-10-9,E02000224,107
2021-10-9,E02000225,43
2021-10-9,E02000226,112
2021-10-9,E02000227,110
2021-10-9,E02000228,79
2021-10-9,E02000229,91
2021-10-9,E02000230,160
2021-10-9,E02000231,43
2021-10-9,E02000232,43
2021-10-9,E02000233,21
2021-10-9,E02000234,93
2021-10-9,E02000235,60
2021-10-9,E02000236,41
2021-10-9,E02000237,80
2021-10-9,E02000238,71
2021-10-9,E02000239,60
2021-10-9,E02000240,40
2021-10-9,E02000241,77
2021-10-9,E02000242,35
2021-10-9,E02000243,188
2021-10-9,E02000244,92
2021-10-9,E02000245,78
2021-10-9,E02000246,56
2021-10-9,E02000247,61
2021-10-9,E02000248,83
2021-10-9,E02000249,108
2021-10-9,E02000250,56
2021-10-9,E02000251,34
2021-10-9,E02000252,236
2021-10-9,E02000253,34
2021-10-9,E02000254,35
2021-10-9,E02000255,53
2021-10-9,E02000256,91
2021-10-9,E02000258,29
2021-10-9,E02000259,39
2021-10-9,E02000260,193
2021-10-9,E02000261,56
2021-10-9,E02000262,87
2021-10-9,E02000263,79
2021-10-9,E02000264,78
2021-10-9,E02000265,103
2021-10-9,E02000266,164
2021-10-9,E02000267,64
2021-10-9,E02000268,53
2021-10-9,E02000269,86
2021-10-9,E02000270,50
2021-10-9,E02000271,34
2021-10-9,E02000272,36
2021-10-9,E02000275,75
2021-10-9,E02000276,53
2021-10-9,E02000277,40
2021-10-9,E02000278,54
2021-10-9,E02000279,59
2021-10-9,E02000280,126
2021-10-9,E02000281,58
2021-10-9,E02000282,85
2021-10-9,E02000283,34
2021-10-9,E02000284,110
2021-10-9,E02000285,34
2021-10-9,E02000286,33
2021-10-9,E02000287,125
2021-10-9,E02000288,300
2021-10-9,E02000289,40
2021-10-9,E02000290,86
2021-10-9,E02000291,172
2021-10-9,E02000292,111
2021-10-9,E02000293,48
2021-10-9,E02000294,53
2021-10-9,E02000295,49
2021-10-9,E02000296,210
2021-10-9,E02000297,61
2021-10-9,E02000298,106
2021-10-9,E02000299,42
2021-10-9,E02000300,24
2021-10-9,E02000301,41
2021-10-9,E02000302,85
2021-10-9,E02000303,40
2021-10-9,E02000304,66
2021-10-9,E02000305,85
2021-10-9,E02000306,155
2021-10-9,E02000307,30
2021-10-9,E02000308,63
2021-10-9,E02000309,178
2021-10-9,E02000311,43
2021-10-9,E02000312,65
2021-10-9,E02000313,37
2021-10-9,E02000314,140
2021-10-9,E02000315,91
2021-10-9,E02000317,18
2021-10-9,E02000318,63
2021-10-9,E02000319,67
2021-10-9,E02000320,41
2021-10-9,E02000321,23
2021-10-9,E02000323,78
2021-10-9,E02000324,43
2021-10-9,E02000326,15
2021-10-9,E02000327,56
2021-10-9,E02000328,40
2021-10-9,E02000329,36
2021-10-9,E02000331,51
2021-10-9,E02000332,36
2021-10-9,E02000333,36
2021-10-9,E02000334,64
2021-10-9,E02000335,29
2021-10-9,E02000337,49
2021-10-9,E02000339,155
2021-10-9,E02000340,223
2021-10-9,E02000341,70
2021-10-9,E02000342,46
2021-10-9,E02000343,43
2021-10-9,E02000344,35
2021-10-9,E02000345,20
2021-10-9,E02000346,27
2021-10-9,E02000347,13
2021-10-9,E02000348,9
2021-10-9,E02000350,20
2021-10-9,E02000351,28
2021-10-9,E02000352,28
2021-10-9,E02000353,35
2021-10-9,E02000354,34
2021-10-9,E02000355,17
2021-10-9,E02000356,16
2021-10-9,E02000357,71
2021-10-9,E02000358,58
2021-10-9,E02000359,30
2021-10-9,E02000360,29
2021-10-9,E02000361,84
2021-10-9,E02000362,56
2021-10-9,E02000363,53
2021-10-9,E02000364,59
2021-10-9,E02000366,38
2021-10-9,E02000367,74
2021-10-9,E02000368,28
2021-10-9,E02000369,39
2021-10-9,E02000370,41
2021-10-9,E02000372,94
2021-10-9,E02000373,19
2021-10-9,E02000374,18
2021-10-9,E02000375,600
2021-10-9,E02000376,71
2021-10-9,E02000377,17
2021-10-9,E02000378,43
2021-10-9,E02000379,31
2021-10-9,E02000380,15
2021-10-9,E02000381,48
2021-10-9,E02000382,85
2021-10-9,E02000383,49
2021-10-9,E02000384,210
2021-10-9,E02000385,38
2021-10-9,E02000386,28
2021-10-9,E02000387,33
2021-10-9,E02000388,93
2021-10-9,E02000389,44
2021-10-9,E02000390,21
2021-10-9,E02000391,103
2021-10-9,E02000392,71
2021-10-9,E02000393,18
2021-10-9,E02000394,53
2021-10-9,E02000395,77
2021-10-9,E02000396,51
2021-10-9,E02000397,27
2021-10-9,E02000398,43
2021-10-9,E02000400,34
2021-10-9,E02000401,40
2021-10-9,E02000402,24
2021-10-9,E02000403,49
2021-10-9,E02000404,23
2021-10-9,E02000405,100
2021-10-9,E02000406,14
2021-10-9,E02000407,59
2021-10-9,E02000408,42
2021-10-9,E02000409,27
2021-10-9,E02000410,45
2021-10-9,E02000411,41
2021-10-9,E02000412,276
2021-10-9,E02000413,15
2021-10-9,E02000414,13
2021-10-9,E02000415,49
2021-10-9,E02000416,61
2021-10-9,E02000417,85
2021-10-9,E02000418,34
2021-10-9,E02000419,38
2021-10-9,E02000420,57
2021-10-9,E02000421,94
2021-10-9,E02000422,28
2021-10-9,E02000423,36
2021-10-9,E02000424,30
2021-10-9,E02000425,28
2021-10-9,E02000426,79
2021-10-9,E02000427,94
2021-10-9,E02000428,21
2021-10-9,E02000429,41
2021-10-9,E02000430,73
2021-10-9,E02000431,21
2021-10-9,E02000432,23
2021-10-9,E02000433,155
2021-10-9,E02000434,116
2021-10-9,E02000435,37
2021-10-9,E02000436,30
2021-10-9,E02000437,88
2021-10-9,E02000438,145
2021-10-9,E02000439,62
2021-10-9,E02000440,106
2021-10-9,E02000441,59
2021-10-9,E02000442,63
2021-10-9,E02000443,81
2021-10-9,E02000444,105
2021-10-9,E02000445,113
2021-10-9,E02000447,41
2021-10-9,E02000448,142
2021-10-9,E02000449,66
2021-10-9,E02000451,79
2021-10-9,E02000452,112
2021-10-9,E02000453,78
2021-10-9,E02000454,39
2021-10-9,E02000455,314
2021-10-9,E02000456,33
2021-10-9,E02000457,73
2021-10-9,E02000459,113
2021-10-9,E02000460,35
2021-10-9,E02000461,138
2021-10-9,E02000462,73
2021-10-9,E02000463,33
2021-10-9,E02000464,56
2021-10-9,E02000465,82
2021-10-9,E02000466,71
2021-10-9,E02000467,154
2021-10-9,E02000468,155
2021-10-9,E02000469,82
2021-10-9,E02000470,257
2021-10-9,E02000471,100
2021-10-9,E02000472,87
2021-10-9,E02000473,166
2021-10-9,E02000474,153
2021-10-9,E02000475,137
2021-10-9,E02000476,899
2021-10-9,E02000477,108
2021-10-9,E02000478,34
2021-10-9,E02000479,200
2021-10-9,E02000480,121
2021-10-9,E02000481,93
2021-10-9,E02000482,119
2021-10-9,E02000483,245
2021-10-9,E02000484,95
2021-10-9,E02000485,151
2021-10-9,E02000486,92
2021-10-9,E02000487,99
2021-10-9,E02000488,72
2021-10-9,E02000489,93
2021-10-9,E02000490,85
2021-10-9,E02000491,109
2021-10-9,E02000492,67
2021-10-9,E02000493,99
2021-10-9,E02000494,64
2021-10-9,E02000495,182
2021-10-9,E02000496,81
2021-10-9,E02000497,74
2021-10-9,E02000498,80
2021-10-9,E02000499,80
2021-10-9,E02000500,265
2021-10-9,E02000501,70
2021-10-9,E02000502,56
2021-10-9,E02000503,35
2021-10-9,E02000504,80
2021-10-9,E02000506,121
2021-10-9,E02000507,66
2021-10-9,E02000508,221
2021-10-9,E02000509,193
2021-10-9,E02000510,130
2021-10-9,E02000511,67
2021-10-9,E02000512,52
2021-10-9,E02000513,53
2021-10-9,E02000514,95
2021-10-9,E02000515,135
2021-10-9,E02000516,78
2021-10-9,E02000517,36
2021-10-9,E02000518,62
2021-10-9,E02000519,164
2021-10-9,E02000520,207
2021-10-9,E02000521,89
2021-10-9,E02000522,31
2021-10-9,E02000523,116
2021-10-9,E02000524,578
2021-10-9,E02000525,135
2021-10-9,E02000526,96
2021-10-9,E02000529,43
2021-10-9,E02000530,140
2021-10-9,E02000531,108
2021-10-9,E02000532,107
2021-10-9,E02000533,61
2021-10-9,E02000534,179
2021-10-9,E02000535,46
2021-10-9,E02000536,76
2021-10-9,E02000537,47
2021-10-9,E02000538,76
2021-10-9,E02000539,103
2021-10-9,E02000540,96
2021-10-9,E02000541,76
2021-10-9,E02000542,94
2021-10-9,E02000543,260
2021-10-9,E02000544,34
2021-10-9,E02000545,103
2021-10-9,E02000546,42
2021-10-9,E02000547,118
2021-10-9,E02000548,80
2021-10-9,E02000549,160
2021-10-9,E02000550,94
2021-10-9,E02000551,99
2021-10-9,E02000552,34
2021-10-9,E02000553,51
2021-10-9,E02000554,25
2021-10-9,E02000555,30
2021-10-9,E02000556,52
2021-10-9,E02000557,67
2021-10-9,E02000558,66
2021-10-9,E02000559,29
2021-10-9,E02000560,104
2021-10-9,E02000561,38
2021-10-9,E02000562,28
2021-10-9,E02000563,28
2021-10-9,E02000564,44
2021-10-9,E02000565,30
2021-10-9,E02000566,83
2021-10-9,E02000567,29
2021-10-9,E02000568,65
2021-10-9,E02000569,55
2021-10-9,E02000570,33
2021-10-9,E02000571,14
2021-10-9,E02000572,28
2021-10-9,E02000573,166
2021-10-9,E02000574,68
2021-10-9,E02000575,117
2021-10-9,E02000576,104
2021-10-9,E02000577,79
2021-10-9,E02000578,27
2021-10-9,E02000579,36
2021-10-9,E02000580,98
2021-10-9,E02000581,35
2021-10-9,E02000582,88
2021-10-9,E02000583,62
2021-10-9,E02000584,131
2021-10-9,E02000585,63
2021-10-9,E02000586,77
2021-10-9,E02000587,92
2021-10-9,E02000588,227
2021-10-9,E02000589,52
2021-10-9,E02000590,121
2021-10-9,E02000591,56
2021-10-9,E02000592,98
2021-10-9,E02000593,35
2021-10-9,E02000594,134
2021-10-9,E02000595,96
2021-10-9,E02000596,92
2021-10-9,E02000597,33
2021-10-9,E02000598,50
2021-10-9,E02000599,59
2021-10-9,E02000600,49
2021-10-9,E02000601,135
2021-10-9,E02000602,99
2021-10-9,E02000603,72
2021-10-9,E02000604,203
2021-10-9,E02000605,62
2021-10-9,E02000606,694
2021-10-9,E02000607,39
2021-10-9,E02000608,93
2021-10-9,E02000609,54
2021-10-9,E02000610,51
2021-10-9,E02000611,33
2021-10-9,E02000612,55
2021-10-9,E02000613,54
2021-10-9,E02000614,116
2021-10-9,E02000615,71
2021-10-9,E02000616,46
2021-10-9,E02000617,176
2021-10-9,E02000619,29
2021-10-9,E02000620,54
2021-10-9,E02000621,109
2021-10-9,E02000622,66
2021-10-9,E02000623,26
2021-10-9,E02000624,35
2021-10-9,E02000625,49
2021-10-9,E02000626,40
2021-10-9,E02000627,34
2021-10-9,E02000628,160
2021-10-9,E02000629,93
2021-10-9,E02000630,86
2021-10-9,E02000631,66
2021-10-9,E02000632,67
2021-10-9,E02000633,94
2021-10-9,E02000634,78
2021-10-9,E02000635,78
2021-10-9,E02000636,47
2021-10-9,E02000637,58
2021-10-9,E02000638,52
2021-10-9,E02000639,24
2021-10-9,E02000640,54
2021-10-9,E02000641,35
2021-10-9,E02000642,45
2021-10-9,E02000643,36
2021-10-9,E02000644,40
2021-10-9,E02000645,75
2021-10-9,E02000646,83
2021-10-9,E02000647,24
2021-10-9,E02000648,23
2021-10-9,E02000649,94
2021-10-9,E02000650,38
2021-10-9,E02000651,59
2021-10-9,E02000652,36
2021-10-9,E02000653,35
2021-10-9,E02000654,44
2021-10-9,E02000655,69
2021-10-9,E02000657,49
2021-10-9,E02000658,27
2021-10-9,E02000659,29
2021-10-9,E02000660,31
2021-10-9,E02000661,87
2021-10-9,E02000662,24
2021-10-9,E02000663,26
2021-10-9,E02000665,66
2021-10-9,E02000666,21
2021-10-9,E02000667,42
2021-10-9,E02000668,51
2021-10-9,E02000669,54
2021-10-9,E02000670,47
2021-10-9,E02000671,46
2021-10-9,E02000672,137
